x1_image,x2_image,main softmax,branch softmax,prediction_main,prediction_branch,true result
vehicle_images/1635919811873_Honda Grace Ex package 2015 for sale.jpg,./vehicle_images/1636040287953_Honda Vezel Rs 2017 SUV.jpg,"[0.802864670753479, 0.024392923340201378, 4.094320047443034e-07, 0.17274200916290283]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,3
vehicle_images/1635919812061_Honda Vezel RS Sensing 2017 for sale.jpg,./vehicle_images/1636040288490_Honda Dio 2019 Motorbike.jpg,"[0.5648514628410339, 0.1254078596830368, 0.0010360963642597198, 0.30870452523231506]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,3
vehicle_images/1635919843372_Honda Fit GP5 2014 for sale.jpg,./vehicle_images/1636040288869_Honda Cd 100 2000 Motorbike.jpg,"[0.1699206382036209, 0.09405814856290817, 0.15064890682697296, 0.585372269153595]","[0.1277589052915573, 0.2049763798713684, 0.20016264915466309, 0.4671020805835724]",3,3,3
vehicle_images/1635919891422_Honda Civic FD4 2007 for sale.jpg,./vehicle_images/1636040289409_Honda Cd 125 Benly 1993 Motorbike.jpg,"[0.00033248873660340905, 0.25187695026397705, 0.04867108538746834, 0.6991194486618042]","[0.0005468122544698417, 0.0040072365663945675, 0.7935596704483032, 0.20188628137111664]",3,2,3
vehicle_images/1635919924326_Honda CRV VTIL 2018 for sale.jpg,./vehicle_images/1636040289561_Honda Cd125 Twin 1997 Motorbike.jpg,"[0.006717721465975046, 0.004618931096047163, 0.01921924762427807, 0.9694441556930542]","[0.07050753384828568, 0.14041543006896973, 0.29198503494262695, 0.49709203839302063]",3,3,3
vehicle_images/1635919924531_Honda CRV Masterpiece 2020 2018 for sale.jpg,./vehicle_images/1636040289809_Honda Vezel Rs Sensing 2018 SUV.jpg,"[0.119191974401474, 0.07631180435419083, 0.00530055770650506, 0.7991957068443298]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635919927116_Honda Vezel Orange pack 2014 for sale.jpg,./vehicle_images/1636040295292_Honda Md 90 1990 Motorbike.jpg,"[0.030643204227089882, 0.17522242665290833, 0.00014878372894600034, 0.7939856052398682]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635919927351_Honda CRV Japan Masterpiece 2018 for sale.jpg,./vehicle_images/1636040317283_Honda Dio 2018 Motorbike.jpg,"[0.02518833801150322, 0.030081618577241898, 0.02454044297337532, 0.920189619064331]","[0.04301932826638222, 0.10045920312404633, 0.36454644799232483, 0.4919750690460205]",3,3,3
vehicle_images/1635919928496_Honda Civic 2008 for sale.jpg,./vehicle_images/1636040318324_Honda Md 90 1988 Motorbike.jpg,"[0.011829797178506851, 0.7960015535354614, 0.006063658278435469, 0.18610502779483795]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,3
vehicle_images/1635919962826_Honda Accord 2004 for sale.jpg,./vehicle_images/1636040323379_Honda Dio 2017 Motorbike.jpg,"[0.00032145678414963186, 0.00045879505341872573, 0.10157327353954315, 0.8976464867591858]","[0.03486032783985138, 0.08679147064685822, 0.3940301835536957, 0.4843180775642395]",3,3,3
vehicle_images/1635919963531_Honda Vezel Z 2014 for sale.jpg,./vehicle_images/1636040325096_Honda Dio 2018 Motorbike.jpg,"[0.0012273952597752213, 0.004510467406362295, 3.684771218104288e-05, 0.9942253232002258]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635919995796_Honda CRV 1999 for sale.jpg,./vehicle_images/1636040349094_Honda Cb4 2013 Motorbike.jpg,"[0.024121006950736046, 0.011980840936303139, 0.00020000801305286586, 0.963698148727417]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920034877_Honda Fit Aria 2007 for sale.jpg,./vehicle_images/1636040349795_Honda Dio 2018 Motorbike.jpg,"[0.01532138790935278, 0.8764696717262268, 0.0219761710613966, 0.08623265475034714]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,3
vehicle_images/1635920073634_Honda NWGN CUSTOM 2017 for sale.jpg,./vehicle_images/1636040352727_Honda Cd 125 1988 Motorbike.jpg,"[0.6574210524559021, 0.04262445494532585, 2.5482435376034118e-05, 0.2999289333820343]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,3
vehicle_images/1635920074208_Honda Vezel Used 2014 for sale.jpg,./vehicle_images/1636040355288_Honda Md 90 2007 Motorbike.jpg,"[0.0011573022929951549, 0.030987480655312538, 0.07190728187561035, 0.8959479331970215]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920076016_Honda Fit GP1 2011 for sale.jpg,./vehicle_images/1636040356668_Honda Dio 2013 Motorbike.jpg,"[0.09660407155752182, 0.2133040577173233, 0.0008522870484739542, 0.6892395615577698]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920076408_Honda Civic Ex Techpack 2019 for sale.jpg,./vehicle_images/1636040358210_Honda Insight 2009 Car.jpg,"[0.04195724427700043, 0.705211877822876, 3.917544120213279e-07, 0.25283050537109375]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,3
vehicle_images/1635920076576_Honda NWGN Custom 2020 for sale.jpg,./vehicle_images/1636040384420_Honda Dio 2017 Motorbike.jpg,"[0.032555218786001205, 0.20113155245780945, 0.0006242940435186028, 0.765688955783844]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920107763_Honda Grace 2015 for sale.jpg,./vehicle_images/1636040385322_Honda Dio 2018 Motorbike.jpg,"[0.03147009015083313, 0.2601119875907898, 0.6860166788101196, 0.02240125648677349]","[0.007833164185285568, 0.02958269603550434, 0.5766580700874329, 0.38592612743377686]",2,2,3
vehicle_images/1635920109775_Honda Fit GP5 S Grade 2015 for sale.jpg,./vehicle_images/1636040388178_Honda Civic Ex 2018 Car.jpg,"[0.48203176259994507, 0.3294074237346649, 1.0386258963990258e-06, 0.18855971097946167]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,3
vehicle_images/1635920141461_Honda Insight ZE2 2011 for sale.jpg,./vehicle_images/1636040395092_Honda Fit Gp5 2015 Car.jpg,"[0.29930195212364197, 0.3884301781654358, 0.00817902572453022, 0.30408886075019836]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,3
vehicle_images/1635920141982_Honda Grace Ex 2014 for sale.jpg,./vehicle_images/1636040395581_Honda Magna 2000 Motorbike.jpg,"[0.0019313612719997764, 0.037518929690122604, 0.009709361009299755, 0.9508402943611145]","[0.10597718507051468, 0.18269406259059906, 0.22935739159584045, 0.4819713830947876]",3,3,3
vehicle_images/1635920181500_Honda Grace Ex 2015 for sale.jpg,./vehicle_images/1636040422412_Honda Vezel Z Grade 2014 SUV.jpg,"[0.19667720794677734, 0.7757026553153992, 0.0004947814159095287, 0.027125373482704163]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,3
vehicle_images/1635920215599_Honda Grace 2018 for sale.jpg,./vehicle_images/1636040423599_Honda Grazia 2019 Motorbike.jpg,"[0.20742037892341614, 0.41290587186813354, 8.252220141002908e-06, 0.3796654939651489]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,3
vehicle_images/1635920216351_Honda S660 Alpha Sport 2016 for sale.jpg,./vehicle_images/1636040425204_Honda Vt250 1987 Motorbike.jpg,"[0.018444325774908066, 0.36899814009666443, 0.0008723385981284082, 0.6116852164268494]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920252421_Honda S660 2017 for sale.jpg,./vehicle_images/1636040426492_Honda Twin 1983 Motorbike.jpg,"[0.00039829182787798345, 0.0016483637737110257, 0.010244790464639664, 0.987708568572998]","[0.014280889183282852, 0.045896824449300766, 0.508869469165802, 0.43095284700393677]",3,2,3
vehicle_images/1635920254163_Honda Vezel 2014 for sale.jpg,./vehicle_images/1636040426893_Honda Vezel 2015 SUV.jpg,"[0.1305731236934662, 0.38603687286376953, 2.5513463697279803e-06, 0.4833875000476837]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920255112_Honda Fit GP5 LGrade 2014 for sale.jpg,./vehicle_images/1636040451498_Honda Dio 2019 Motorbike.jpg,"[0.7181917428970337, 0.027730828151106834, 3.0321346002892824e-06, 0.25407445430755615]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,3
vehicle_images/1635920256374_Honda Fit GP1 2012 for sale.jpg,./vehicle_images/1636040451799_Honda 125 1989 Motorbike.jpg,"[0.00325201777741313, 0.008215060457587242, 0.0007870715926401317, 0.9877458214759827]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920258058_Honda Vezel Orange Package 2014 for sale.jpg,./vehicle_images/1636040455140_Honda Cd125 Twin 1994 Motorbike.jpg,"[0.06082860380411148, 0.09252341836690903, 0.004886218346655369, 0.8417617678642273]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920288049_Honda Fit GP4 Hybrid RS 2012 for sale.jpg,./vehicle_images/1636040464316_Honda Dio 2018 Motorbike.jpg,"[0.004533552564680576, 0.02045784331858158, 0.00016019982285797596, 0.9748484492301941]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920288617_Honda Fit gp5 2013 for sale.jpg,./vehicle_images/1636040486918_Honda Dio 2018 Motorbike.jpg,"[0.00022443362104240805, 0.013378821313381195, 0.11707669496536255, 0.8693200349807739]","[0.000537603220436722, 0.003955765161663294, 0.7945590615272522, 0.20094764232635498]",3,2,3
vehicle_images/1635920315628_Honda Vezel 2014 for sale.jpg,./vehicle_images/1636040489650_Honda Dio 2019 Motorbike.jpg,"[0.025071077048778534, 0.07656548172235489, 0.8528435230255127, 0.045519907027482986]","[3.2423507946077734e-05, 0.0004592167679220438, 0.9108952879905701, 0.08861303329467773]",2,2,3
vehicle_images/1635920315818_Honda Vezel 2014 for sale.jpg,./vehicle_images/1636040489904_Honda Cd125 1993 Motorbike.jpg,"[0.014824089594185352, 0.02978377602994442, 0.11012446880340576, 0.845267653465271]","[0.00355166825465858, 0.01645021140575409, 0.6546890735626221, 0.3253091275691986]",3,2,3
vehicle_images/1635920317117_Honda Vezel 2015 Z for sale.jpg,./vehicle_images/1636040490530_Honda Cd 185 Roadmaster 1979 Motorbike.jpg,"[0.07033868134021759, 0.08581620454788208, 3.320208634249866e-05, 0.8438118696212769]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920317700_Honda Vezel Z Orange 2014 for sale.jpg,./vehicle_images/1636040493832_Honda Grace Ex 2016 Car.jpg,"[0.10915867984294891, 0.0031090257689356804, 3.306925282231532e-05, 0.8876992464065552]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920318215_Honda CRV Aus 2018 7seat for sale.jpg,./vehicle_images/1636040495751_Honda Md 90 1996 Motorbike.jpg,"[0.11647672206163406, 0.7582005262374878, 0.03134458512067795, 0.0939781442284584]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,3
vehicle_images/1635920319799_Honda Vezel 2015 Z CAG for sale.jpg,./vehicle_images/1636040497138_Honda Magna 2017 Motorbike.jpg,"[0.010299701243638992, 0.10780270397663116, 0.03211053088307381, 0.8497869968414307]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920347996_Honda Fit Gp1 2014 for sale.jpg,./vehicle_images/1636040521179_Honda Grace Ex 2014 Car.jpg,"[0.369772344827652, 0.03607580065727234, 1.8475855085853254e-06, 0.5941499471664429]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920348319_Honda Vezel 2014 for sale.jpg,./vehicle_images/1636040522423_Honda Dio 2020 Motorbike.jpg,"[0.6681835651397705, 0.15447933971881866, 0.0009319395176135004, 0.17640510201454163]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,3
vehicle_images/1635920349924_Honda Civic EX VTEC CVT 2017 for sale.jpg,./vehicle_images/1636040523789_Honda Pcx 2019 Motorbike.jpg,"[0.0021445166785269976, 0.022921495139598846, 0.3793785572052002, 0.5955554246902466]","[0.003858924610540271, 0.01750105433166027, 0.647083044052124, 0.3315569758415222]",3,2,3
vehicle_images/1635920350872_Honda Vezel 2016 for sale.jpg,./vehicle_images/1636040525101_Honda Dio 2015 Motorbike.jpg,"[0.00027680068160407245, 0.0008664780179969966, 2.1999780983605888e-06, 0.9988545179367065]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920352780_Honda Vezel Z Grade Orange Pack 2014 for sale.jpg,./vehicle_images/1636040526104_Honda Dio 2013 Motorbike.jpg,"[0.0014689493691548705, 0.0016406838549301028, 0.000375918869394809, 0.9965144991874695]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920385976_Honda Vezel 2014 for sale.jpg,./vehicle_images/1636040553666_Honda Insight 2011 Car.jpg,"[0.3561027944087982, 0.4192730188369751, 0.020891407504677773, 0.20373281836509705]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,3
vehicle_images/1635920386580_Honda Vezel RS 2017 for sale.jpg,./vehicle_images/1636040554691_Honda Custom 90 2010 Motorbike.jpg,"[0.0040665799751877785, 0.07887516915798187, 0.5797117948532104, 0.3373463749885559]","[0.0007110138540156186, 0.004892826080322266, 0.7775611877441406, 0.2168349325656891]",2,2,3
vehicle_images/1635920419775_Honda Vezel Black ED 2014 for sale.jpg,./vehicle_images/1636040555240_Honda Dio 2015 Motorbike.jpg,"[0.2547522485256195, 0.20929685235023499, 5.706676165573299e-05, 0.5358937978744507]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920420497_Honda Vezel RS sensing 2017 for sale.jpg,./vehicle_images/1636040557414_Honda Civic Ek3 Virs 2000 Car.jpg,"[0.46235284209251404, 0.11859456449747086, 1.047321165970061e-05, 0.41904217004776]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,3
vehicle_images/1635920422367_Honda NWGN Custom Turbo 2015 for sale.jpg,./vehicle_images/1636040562984_Honda Super Cub 50 2005 Motorbike.jpg,"[0.05701765418052673, 0.2927307188510895, 0.00900085736066103, 0.6412507891654968]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920422567_Honda Fit GP 5 L Limited 2013 for sale.jpg,./vehicle_images/1636040564087_Honda Twister 2018 Motorbike.jpg,"[0.14800500869750977, 0.7928717136383057, 0.005073802545666695, 0.05404948443174362]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,3
vehicle_images/1635920422785_Honda Vezel FULL OPTIONS 2014 for sale.jpg,./vehicle_images/1636040564325_Honda Insight Ze2 2012 Car.jpg,"[0.30885857343673706, 0.2868577837944031, 0.00026340398471802473, 0.40402019023895264]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920467336_Honda City  2001 for sale.jpg,./vehicle_images/1636040585287_Honda Dio 2016 Motorbike.jpg,"[0.002882786560803652, 0.006084686145186424, 0.00679038604721427, 0.9842421412467957]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920468957_Honda Vezel 2015 for sale.jpg,./vehicle_images/1636040587673_Honda Dio 2017 Motorbike.jpg,"[0.007605605758726597, 0.0039055824745446444, 0.00040980440098792315, 0.9880790114402771]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920510838_Honda CRV VTIL 7seater 2018 for sale.jpg,./vehicle_images/1636040588328_Honda Vezel 2016 SUV.jpg,"[0.0416591502726078, 0.12980881333351135, 0.01041724905371666, 0.8181148171424866]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920511616_Honda CRV 7 Seater VTIL 2018 for sale.jpg,./vehicle_images/1636040590569_Honda Super Cub Japan 2006 Motorbike.jpg,"[0.03420037776231766, 0.03304591402411461, 0.004633295815438032, 0.9281203746795654]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920550127_Honda Civic Eg8 1992 for sale.jpg,./vehicle_images/1636040591834_Honda Md 90 1994 Motorbike.jpg,"[0.06834173947572708, 0.16626429557800293, 0.002880571410059929, 0.7625133991241455]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920614427_Honda CRV VTIL 2018 for sale.jpg,./vehicle_images/1636040595013_Honda Md 90 1996 Motorbike.jpg,"[0.017820918932557106, 0.06591673195362091, 0.0007291741203516722, 0.9155331254005432]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920616304_Honda Grace 2016 for sale.jpg,./vehicle_images/1636040596381_Honda Dio 2018 Motorbike.jpg,"[0.01562497764825821, 0.07487653940916061, 0.00023451820015907288, 0.9092639088630676]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920650958_Honda Freed Navi Premium 2013 for sale.jpg,./vehicle_images/1636040615910_Honda Twister 2016 Motorbike.jpg,"[2.9654629543074407e-05, 0.0015030521899461746, 0.0009024360915645957, 0.9975649118423462]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920651133_Honda Civic ES 1 2003 for sale.jpg,./vehicle_images/1636040618370_Honda Benly 125 2007 Motorbike.jpg,"[0.0012625298695638776, 0.010283323004841805, 0.0011270612012594938, 0.9873270392417908]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920651346_Honda CRV VTIL AUSTRALIAN 2018 for sale.jpg,./vehicle_images/1636040618988_Honda 200 Roadmaster 1980 Motorbike.jpg,"[0.07607285678386688, 0.09858191013336182, 0.24555231630802155, 0.579792857170105]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920686090_Honda Vezel 2015 for sale.jpg,./vehicle_images/1636040619166_Honda Dio 2019 Motorbike.jpg,"[0.12481409311294556, 0.19029460847377777, 3.6517703847493976e-06, 0.6848876476287842]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920687027_Honda Civic FD 4 2008 for sale.jpg,./vehicle_images/1636040620855_Honda Dio 2019 Motorbike.jpg,"[0.028499474748969078, 0.06811689585447311, 0.0043603177182376385, 0.8990232348442078]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920725574_Honda Vezel RS Sensing LED 2017 for sale.jpg,./vehicle_images/1636040621372_Honda Navi 2019 Motorbike.jpg,"[0.026390863582491875, 0.2671646773815155, 0.00032370147528126836, 0.7061207890510559]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920729139_Honda Fit GP5 2013 for sale.jpg,./vehicle_images/1636040622561_Honda Cbr Gullarm 2007 Motorbike.jpg,"[0.77489173412323, 0.0625077560544014, 0.000146835736813955, 0.16245366632938385]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,3
vehicle_images/1635920767209_Honda Vezel 2015 for sale.jpg,./vehicle_images/1636040622924_Honda Fit Gp5 2013 Car.jpg,"[0.5563132762908936, 0.19211463630199432, 1.1019960766134318e-06, 0.2515709102153778]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,3
vehicle_images/1635920767960_Honda Vezel RS Sensing 2017 for sale.jpg,./vehicle_images/1636040624413_Honda Cd200 Roadmaster 1980 Motorbike.jpg,"[0.01521261315792799, 0.05187169462442398, 2.39619748754194e-05, 0.9328917264938354]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920768309_Honda Vezel Z Grade Orange 2014 for sale.jpg,./vehicle_images/1636040625783_Honda Vezel Rs Sensing 2016 SUV.jpg,"[0.5652669072151184, 0.060397714376449585, 2.192911779275164e-05, 0.3743135333061218]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,3
vehicle_images/1635920817706_Honda Fit Shuttle 2013 for sale.jpg,./vehicle_images/1636040649940_Honda Dio 2015 Motorbike.jpg,"[0.029859665781259537, 0.3408268392086029, 0.001028620870783925, 0.6282849311828613]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920817929_Honda Fit Shuttle 2012 for sale.jpg,./vehicle_images/1636040652732_Honda Xr 75 1998 Motorbike.jpg,"[0.08729011565446854, 0.2419934868812561, 0.0008687221561558545, 0.6698477268218994]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920818134_Honda Fit 2012 for sale.jpg,./vehicle_images/1636040653507_Honda Dio 2018 Motorbike.jpg,"[0.0002872877230402082, 0.016603218391537666, 0.7244383692741394, 0.2586711347103119]","[1.1393985914764926e-05, 0.0002048346068477258, 0.9355189800262451, 0.06426473706960678]",2,2,3
vehicle_images/1635920818787_Honda Fit Shuttle 2012 for sale.jpg,./vehicle_images/1636040656362_Honda Pcx 2016 Motorbike.jpg,"[0.0531759113073349, 0.7692276835441589, 0.0017134358640760183, 0.1758829951286316]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,3
vehicle_images/1635920819346_Honda Fit 2013 for sale.jpg,./vehicle_images/1636040658558_Honda Benly Cd 125 2007 Motorbike.jpg,"[0.006297248415648937, 0.0695839673280716, 7.034410373307765e-05, 0.9240484833717346]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920882739_Honda NBox 2015 for sale.jpg,./vehicle_images/1636040658883_Honda Dio 2016 Motorbike.jpg,"[0.015531778335571289, 0.055929213762283325, 0.047430310398340225, 0.8811087012290955]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920885039_Honda Vezel 2017 for sale.jpg,./vehicle_images/1636040659159_Honda Dio 2016 Motorbike.jpg,"[0.058058835566043854, 0.006124200765043497, 0.0037575343158096075, 0.9320594668388367]","[0.03880605846643448, 0.09353238344192505, 0.3791082501411438, 0.48855331540107727]",3,3,3
vehicle_images/1635920886924_Honda Vezel Z GradeOrange Pack 2014 for sale.jpg,./vehicle_images/1636040683004_Honda Hornet 600 Europe Version 2004 Motorbike.jpg,"[0.1357843428850174, 0.3302510380744934, 0.0001583280391059816, 0.533806324005127]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920927017_Honda Insight 2011 for sale.jpg,./vehicle_images/1636040684177_Honda Activa I 2014 Motorbike.jpg,"[0.003703589318320155, 0.005183798260986805, 0.015336517244577408, 0.9757761359214783]","[0.18688002228736877, 0.2548886835575104, 0.1410563439130783, 0.41717493534088135]",3,3,3
vehicle_images/1635920927756_Honda Vezel RS 2017 for sale.jpg,./vehicle_images/1636040684362_Honda Dio 2012 Motorbike.jpg,"[0.0019357679411768913, 0.020424501970410347, 0.32403266429901123, 0.6536071300506592]","[0.08005890250205994, 0.15265566110610962, 0.2726755440235138, 0.49460986256599426]",3,3,3
vehicle_images/1635920927964_Honda Vezel RS 2017 for sale.jpg,./vehicle_images/1636040687542_Honda Vezel 2014 SUV.jpg,"[0.5890228152275085, 0.011550186201930046, 2.8336809918982908e-05, 0.3993985950946808]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",0,1,3
vehicle_images/1635920929431_Honda Vezel Limited 2017 for sale.jpg,./vehicle_images/1636040689438_Honda Dio 2018 Motorbike.jpg,"[2.720939664868638e-05, 0.000185138444066979, 0.18430045247077942, 0.8154872059822083]","[1.29486916193855e-05, 0.00022611526947002858, 0.9329000115394592, 0.06686091423034668]",3,2,3
vehicle_images/1635920931290_Honda Grace EX 2015 for sale.jpg,./vehicle_images/1636040689940_Honda Fit Gp1 2013 Car.jpg,"[0.3054727017879486, 0.018700724467635155, 1.8379470930085517e-05, 0.6758081316947937]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920971108_Honda Vezel Z Orange Package 2014 for sale.jpg,./vehicle_images/1636040691915_Honda Vezel 2015 SUV.jpg,"[0.20137175917625427, 0.00833074189722538, 8.106729296741833e-07, 0.7902966737747192]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920971618_Honda Vezel 2016 for sale.jpg,./vehicle_images/1636040693135_Honda Vezel Rs Sensing 2016 SUV.jpg,"[0.03193025663495064, 0.005019351374357939, 0.0005890349857509136, 0.9624613523483276]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920972132_Honda Insight 2011 for sale.jpg,./vehicle_images/1636040694308_Honda Crv 2013 SUV.jpg,"[0.03179241716861725, 0.9471205472946167, 0.001881652045994997, 0.019205400720238686]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",1,1,3
vehicle_images/1635920974002_Honda Vezel 2015 for sale.jpg,./vehicle_images/1636040694725_Honda Dio 2019 Motorbike.jpg,"[0.0024441638961434364, 0.0058069596998393536, 0.001773277879692614, 0.98997563123703]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920974586_Honda Civic FD4 2010 for sale.jpg,./vehicle_images/1636040697162_Honda Activa 2015 Motorbike.jpg,"[0.025854967534542084, 0.01588304154574871, 3.6888677641400136e-06, 0.958258330821991]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
vehicle_images/1635920974719_Honda NWGN 2017 for sale.jpg,./vehicle_images/1636040724099_Honda Dio 2016 Motorbike.jpg,"[0.049857016652822495, 0.1116347387433052, 0.0002822298847604543, 0.8382260203361511]","[0.3170369863510132, 0.32381975650787354, 0.06518115848302841, 0.2939620614051819]",3,1,3
